status,x,y
0,21.45069178533862,35.43707837522701
0,22.275587987699062,44.48124132487353
0,26.740040536955885,18.775075536336093
0,47.907929099444495,19.71306732302443
0,11.811210662940269,2.7135782999778977
0,29.290782223072508,29.94764106306638
0,9.282773086375684,28.530542807996945
0,18.823122181035583,22.363410932535288
0,16.62240224106605,49.264187923183336
0,38.84506206114909,10.935118383953307
0,40.10429841351324,20.324919176694195
0,46.25061518168883,18.9890253651719
0,2.8766501362475827,39.97831027502792
0,25.330854056636177,12.736981653932599
0,27.237004369228952,34.79802416925388
0,33.292995841077925,37.64401623544047
0,24.925695402846237,31.682149008091404
0,25.78248761457097,17.16321903869774
0,22.716689477206366,1.553744928748968
0,28.411815420352436,31.76812004288976
0,11.056238050619044,0.2320975124741942
0,45.730166253504876,0.3074328397622672
0,34.74798139278352,43.98158610420431
0,46.36396224685862,25.45236632490481
0,38.08107688195209,42.100899767574404
0,12.521671955192975,6.933818825713112
0,12.798658091783732,19.067129242103327
0,39.24468093292616,49.230723597521106
0,37.67816254249246,37.27315042953535
0,31.65313933124668,25.6374376376591
0,6.441955104684494,23.700540612312302
0,39.21743875654444,47.85618789771896
0,5.737843158225875,46.349785289542375
0,22.341985864516456,21.59141467871601
0,17.033508751999065,14.352608124044487
0,17.998405544982393,40.54473079174063
0,12.72958778716679,22.60301771771866
0,41.49998129256209,49.94913008249304
0,24.575615093099472,38.51810855517625
0,17.66492249496268,29.51583687086575
0,11.24547037634646,28.817322672058275
0,23.572182713021768,33.023237777803786
0,12.360770889763117,48.0939095385991
0,47.04846178240858,44.49340344343115
0,2.175042578659819,26.239676499177772
0,39.841521881663944,4.476516031956724
0,2.593000599005524,3.6843880555804622
0,9.541163953897486,0.34425270552957965
0,0.28772294238275653,44.204612379771575
0,31.194813315217722,24.069664462062295
0,6.984740437813325,13.582986461781783
0,10.778693148594925,3.504019381766754
0,4.620130181344756,34.0240873736283
0,31.876076625113654,2.9443266430878525
0,42.627152945286326,35.85470412865328
0,12.761126783015026,32.04233350240958
0,11.794378249386185,33.243107589610716
0,41.83451911673502,5.179517069068601
0,2.553392658900555,3.5502562587381545
0,3.110251092844374,2.7327231983564513
0,26.10887951887963,14.860668526617182
0,17.80685460187353,43.827399387065
0,14.724691164858172,16.97815900407731
0,37.34557142085354,34.8819874960086
0,17.638788152077183,22.079660460175916
1,9.753382526084364,24.630487810142288
0,26.624552787688344,35.82669270175623
0,7.98666917932942,32.349887770789124
0,40.29179656309762,22.89179118433703
0,6.487606159083831,45.408443911007176
0,14.205399277582787,22.36870853602596
0,19.31334460601572,24.524932897681555
0,41.87509689351987,9.711485769373002
0,30.466198210928564,33.247630918360436
0,9.928530745754705,23.207719819231663
0,42.14798830035357,39.514774731632066
0,1.127788584996886,8.755925747555015
0,34.98452091840414,36.2493305468348
0,18.014074005853832,14.623411911641925
0,12.742987081864488,44.503458605676435
0,6.690811374478228,23.236412201756334
0,26.265083411336516,22.177356290671025
0,40.58305332198545,38.31299042702167
0,2.6943159113032857,27.178910028701896
0,32.556306549613765,43.81713067178341
0,33.996392541926866,1.4756511028128971
0,7.218760055716583,47.43392154549031
0,35.692536992534386,36.52790584795889
0,46.646567133485725,45.59421583615687
0,35.09946205420463,48.72836951180312
0,36.88907208446358,44.31988029856234
0,19.143208853592913,13.428074618208313
0,44.3641882937687,35.99006536350194
0,21.338659645787057,44.43412984051268
0,1.7315690192944155,2.5631607677344626
0,32.68709479561051,42.35499466239557
0,4.772178993598891,36.27970283341934
0,15.860964621550638,46.7399014849622
0,29.539849686809305,12.545653459858825
0,35.328055929684545,21.216648875269634
0,23.867046729544033,4.901059328034535
0,25.4023523502149,15.667385711531251
0,24.699233757458106,3.0132449374183468
0,23.784614359251915,29.893831655700374
0,34.84201387111925,49.33927801106341
0,39.27912309766621,14.863187731192296
0,43.071624598126206,26.155729630312095
0,8.328985101099285,20.239318969075033
0,0.942571655543184,7.665647035232953
0,7.079589966548861,34.41430951597488
0,41.29120999045849,24.599453075498985
0,31.903181101548284,20.465610850996153
0,40.61422131615709,28.482004744152857
0,18.865253032057318,42.61763196717246
0,9.728734282172525,39.10047072699502
0,15.886511619567257,0.8991037185860973
0,8.718109982489446,16.3300825598337
0,15.524279460072904,1.0711795092625154
0,25.119138360706515,24.119611509573456
0,45.30671163075889,18.898338521294573
0,31.170070653077158,37.22847268184452
0,29.325565338755805,29.565472753605924
0,45.04445247477223,3.711374521538474
